Federal Provider Number,Provider Zip Code,Ownership Type,Date First Approved to Provide Medicare and Medicaid services,Overall Rating,Reported RN Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total Amount of Fines in Dollars,Facility age,Government,Non profit,For profit,Young (<33% Percentile),Medium (33%-66% Percentile),Old (>66% Percentile),4- or 5-Star Overall Rating,3-Star Overall Rating,1- or 2-Star Overall Rating,0.75 RN staffing hours per resident day or higher,Under 0.75 RN staffing hours per resident day ,4.1 nurse staffing hours per resident day or higher,Under 4.1 nurse staffing hours per resident day,No fine,Small fine (1-<Median),Large fine (>=Median),No federal deficiencies,Federal deficiencies,Serious federal deficiencies
435070,57078,Non profit - Corporation,07/01/1993,4,0.99832,3.4766,2347,27,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,7,3
365974,45068,Non profit - Corporation,07/01/1994,5,0.4051,3.15517,0,26,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,7,0
365979,45324,Non profit - Corporation,08/31/1994,3,0.58456,3.35305,8957,26,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,24,2
375141,73601,For profit - Corporation,11/01/1993,3,0.25308,3.2615,0,27,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,14,0
455561,77707,Non profit - Corporation,07/29/1997,2,0.13889,3.03007,0,23,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,20,0
375375,74017,For profit - Partnership,10/07/1999,3,0.28563,3.3436,8291,21,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,8,1
315526,07039,For profit - Limited Liability company,06/20/2018,5,1.16425,4.30252,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
295024,89445,Government - Hospital district,03/01/1974,5,1.76519,5.56623,0,46,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,24,0
375199,74848,For profit - Corporation,02/16/1995,4,0.25346,3.75866,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,16,0
396122,17055,For profit - Corporation,11/17/2008,1,1.28439,5.52689,0,12,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,60,3
345009,27608,For profit - Corporation,01/01/1967,4,0.80919,5.61584,22243,54,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,16,3
395922,19002,Non profit - Corporation,03/03/1994,5,0.94248,4.44566,0,26,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9,0
315120,07928,For profit - Corporation,09/25/1970,3,0.26245,3.42209,0,50,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,12,0
365564,45638,For profit - Corporation,09/29/1981,1,0.50332,2.90569,0,39,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,52,0
675769,79553,For profit - Corporation,10/19/1998,1,0.23782,3.09605,0,22,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,42,0
365278,45373,For profit - Corporation,05/02/1972,2,0.5166,2.96734,8125,48,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,23,1
315087,07716,For profit - Corporation,06/11/1968,4,0.81248,3.90521,0,52,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,7,0
365600,45804,For profit - Corporation,07/01/1983,2,0.6748,3.40714,0,37,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,27,0
675759,76109,For profit - Corporation,08/06/1998,5,0.26285,3.87687,0,22,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,11,0
515060,25701,For profit - Corporation,01/01/1978,1,0.55898,3.28282,130166,43,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,75,7
395445,17055,Non profit - Church related,12/01/1979,5,0.81028,4.59568,0,41,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,19,0
366001,45750,Non profit - Corporation,06/05/1995,4,0.80755,3.83483,0,25,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,31,0
455359,78401,For profit - Partnership,07/24/1969,3,0.56318,4.2931,26006,51,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,30,0
525338,53916,For profit - Corporation,09/01/1983,3,0.94358,3.46488,0,37,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,31,0
315479,07039,For profit - Individual,10/17/2002,3,0.79414,4.54276,0,18,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,25,0
45F603,79014,Government - Hospital district,01/01/2008,2,0.37248,3.82811,0,13,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,21,0
275053,59068,For profit - Individual,06/14/1976,2,0.6216,2.70215,0,44,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,31,2
445165,38111,For profit - Limited Liability company,06/25/1984,1,0.52682,2.8885,46354,36,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,21,3
676004,76234,For profit - Corporation,02/18/2004,3,0.21066,2.85031,8125,16,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,16,2
435090,57638,Non profit - Corporation,09/01/1995,5,0.8364,2.90813,0,25,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,14,1
455625,78521,For profit - Corporation,01/17/1986,1,0.31922,3.24955,0,35,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,41,0
525484,54911,For profit - Corporation,07/01/1992,3,0.52654,3.05778,0,28,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,31,0
315207,08043,For profit - Corporation,06/19/1984,3,0.33548,3.11991,0,36,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,0
365236,44077,For profit - Corporation,01/21/1970,5,0.44246,3.28648,0,51,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,0
375256,73139,Government - City/county,04/26/1996,1,0.25549,3.60242,24053,24,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,55,6
675181,75482,For profit - Corporation,07/12/1993,3,0.22366,4.05581,0,27,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,26,0
46A058,84102,For profit - Corporation,11/01/1991,2,0.87511,3.34389,0,29,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,43,1
285281,68045,Government - City,07/01/2009,5,0.62643,3.47533,0,11,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
396070,19152,For profit - Corporation,05/18/2000,3,0.88165,3.47551,0,20,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,14,1
345153,28144,Non profit - Church related,04/01/1976,5,0.91034,3.86272,0,44,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,15,0
355049,58573,Non profit - Corporation,07/01/1978,5,0.78759,4.18285,0,42,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,8,0
676328,78251,Government - Hospital district,02/12/2013,1,0.21191,3.44605,0,7,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,29,1
555876,93012,For profit - Corporation,05/09/2012,4,1.51563,5.93673,0,8,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,23,1
445533,37771,Non profit - Corporation,10/01/2018,1,0.60609,3.2224,0,2,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,15,0
675493,77022,Government - Hospital district,04/26/1995,1,0.2255,3.64033,19033,25,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,18,5
366215,43130,For profit - Corporation,11/03/2000,5,0.95682,4.18179,0,20,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,9,0
365488,43615,For profit - Corporation,05/09/1980,2,0.34841,3.24001,0,40,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,73,2
675085,77040,For profit - Limited Liability company,09/12/1992,3,0.36916,3.23032,0,28,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,28,0
445439,37122,For profit - Corporation,01/07/2002,2,0.40761,3.55214,79178,19,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,16,4
395964,17257,For profit - Partnership,10/11/1995,1,0.38211,3.42155,13627,25,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,109,4
495244,22727,For profit - Corporation,07/01/1991,2,0.49787,3.47678,10793,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,79,1
525281,53140,For profit - Corporation,12/01/1976,1,0.40499,3.09827,0,44,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,50,0
365480,45230,For profit - Corporation,03/14/1980,2,0.26689,2.86285,0,40,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,35,0
495371,24147,For profit - Corporation,12/01/2003,3,0.23726,3.7583,0,17,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,21,0
345390,27357,For profit - Limited Liability company,07/22/1991,4,0.41005,3.35411,19133,29,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,9,1
345278,27030,Government - Hospital district,05/25/1988,4,0.78721,4.12696,0,32,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,17,0
395625,18509,Non profit - Corporation,01/01/1984,2,0.65279,3.7625,0,37,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,18,0
425097,29812,For profit - Corporation,06/13/1973,5,0.59849,3.90794,0,47,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,15,0
315187,08043,For profit - Individual,09/01/1981,1,0.45498,3.1848,319210,39,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,18,1
676014,75110,Non profit - Corporation,08/17/2003,4,0.33838,3.26647,0,17,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
555893,91103,For profit - Corporation,08/05/2015,3,0.40121,3.87061,0,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,63,0
275124,59725,For profit - Corporation,08/25/1988,5,0.51046,2.81986,0,32,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,10,1
675459,78723,For profit - Corporation,03/01/1995,3,0.4227,3.20536,10205,25,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,27,1
315458,07104,For profit - Partnership,08/25/1999,2,0.89949,4.04586,0,21,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,22,0
676453,75246,For profit - Partnership,08/16/2018,3,0.59572,3.27874,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,9,0
395316,18218,Non profit - Corporation,11/01/1973,4,1.07789,3.79522,0,47,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,19,0
395805,17522,Non profit - Corporation,10/01/1989,5,0.8672,4.3768,0,31,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
345505,28306,For profit - Corporation,10/26/2000,1,0.39729,3.51517,530433,20,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,30,4
455591,75165,For profit - Limited Liability company,01/16/1986,2,0.26975,3.01432,0,35,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,24,0
335389,12541,For profit - Partnership,05/01/1973,1,0.3843,2.59136,0,47,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,41,0
315353,08831,For profit - Corporation,05/01/1996,4,0.57032,3.55524,0,24,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,10,0
455817,78212,For profit - Corporation,06/08/1989,3,0.38516,3.2916,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,38,0
435078,57437,Non profit - Corporation,05/02/1994,3,0.67098,2.93552,9168,26,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,15,1
505338,98290,For profit - Corporation,07/01/1989,3,0.33457,3.73414,13500,31,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,85,4
495181,24641,For profit - Corporation,06/29/1988,5,5.89443,8.92356,0,32,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,3,0
365740,43410,For profit - Corporation,06/20/1989,2,0.2471,3.17549,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,44,2
675592,75214,Non profit - Corporation,05/02/1996,5,1.44638,8.5722,0,24,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,4,0
315223,08690,Non profit - Corporation,02/26/1986,3,0.33339,3.32843,0,34,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,10,0
366185,45066,For profit - Corporation,12/10/1999,5,0.53608,3.26237,6500,21,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,1
275024,59102,Non profit - Corporation,01/01/1967,4,1.27542,5.30815,9890,54,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,20,1
175231,67439,Non profit - Corporation,11/01/1992,2,0.64629,3.32947,23121,28,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,17,2
676432,78613,For profit - Corporation,10/10/2017,3,0.26781,3.27983,7023,3,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,8,1
375415,74346,For profit - Partnership,09/15/2002,2,0.47272,4.26731,6500,18,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,31,1
345439,27278,For profit - Corporation,06/23/1993,3,0.73121,4.17383,145155,27,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,9,1
415070,02885,For profit - Corporation,03/01/1980,4,0.86966,3.1297,0,40,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0
676311,75708,Government - State,02/27/2012,3,0.58806,5.91887,0,8,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,24,2
555790,94087,For profit - Corporation,05/09/2002,5,1.20085,5.15526,0,18,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0
305089,03820,For profit - Corporation,08/06/1998,4,1.16613,5.21221,0,22,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,12,0
555348,90262,For profit - Partnership,04/14/1989,2,0.43556,4.04109,15549,31,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,39,1
315516,08080,For profit - Partnership,10/09/2014,4,0.75814,4.19968,3250,6,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,11,0
425302,29520,For profit - Corporation,03/22/1991,3,0.44308,3.30068,0,29,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,18,0
375451,74403,For profit - Corporation,01/04/2004,1,0.26387,3.6739,0,17,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,15,2
315322,07039,For profit - Partnership,03/12/1993,5,1.28164,4.24932,0,27,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,4,0
315053,07940,For profit - Partnership,05/15/1968,5,0.49498,3.49066,0,52,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,9,0
265870,64117,For profit - Corporation,08/07/2018,4,0.38341,4.10609,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,14,0
375158,73013,For profit - Partnership,04/01/1994,5,0.27644,3.5846,0,26,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,0
285172,68465,Government - City,09/01/1995,3,0.43409,3.56365,0,25,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,14,1
395876,17013,Non profit - Corporation,05/08/1992,4,0.88606,3.46206,0,28,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,26,0
285189,68847,Non profit - Corporation,06/01/1996,2,1.14748,4.00181,0,24,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,35,0
675727,78626,Government - Hospital district,11/01/1997,4,0.45875,5.17694,0,23,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,11,0
365693,45233,For profit - Corporation,04/24/1987,5,0.67022,4.27147,0,33,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,10,0
366386,45208,Non profit - Corporation,05/27/2010,5,1.10419,5.51182,0,10,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,12,0
495319,22031,Non profit - Corporation,04/03/1997,5,0.94773,5.10502,0,23,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,13,0
345410,27030,For profit - Corporation,12/19/1991,4,0.66953,3.82309,0,29,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
335596,11772,For profit - Corporation,01/01/1977,2,0.41285,3.04615,0,44,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,22,0
395371,15613,For profit - Partnership,12/03/1976,3,0.70503,3.62813,71799,44,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,18,2
366221,45805,For profit - Corporation,08/02/2001,4,0.71134,3.12039,0,19,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,19,0
676422,75150,For profit - Corporation,03/15/2017,2,0.28178,3.3245,40250,3,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,9,3
365952,43537,For profit - Corporation,12/24/1993,2,0.43283,3.08971,90007,27,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,32,3
335199,11692,For profit - Individual,10/07/1969,3,0.79857,3.20549,0,51,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,8,0
555835,94304,For profit - Corporation,09/07/2006,5,1.24053,5.32447,6893,14,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,12,1
455480,79106,For profit - Corporation,08/25/1983,3,0.31112,3.71266,0,37,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,16,0
325076,88101,For profit - Corporation,09/01/1992,4,0.65963,3.43542,9753,28,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,44,1
395028,15217,For profit - Corporation,09/01/1977,1,0.42379,3.0001,0,43,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,52,1
505454,98855,Government - Hospital district,01/01/1992,5,0.9618,4.18724,14394,29,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,27,2
335374,13501,For profit - Corporation,01/14/1973,3,0.54671,3.56631,0,48,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,20,0
335072,14902,For profit - Corporation,01/01/1967,2,0.50226,3.73765,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,20,0
555170,93203,For profit - Corporation,07/30/1984,3,0.36226,3.63123,0,36,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,44,0
495218,24090,For profit - Limited Liability company,09/05/1990,3,1.17243,4.55857,0,30,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,20,0
525600,53219,For profit - Corporation,07/01/1996,2,0.61728,5.57347,11941,24,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,32,3
675806,75116,For profit - Corporation,08/26/1999,2,0.21338,3.24043,0,21,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,22,1
445303,37705,For profit - Corporation,12/01/1992,5,0.53789,3.32856,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0
366328,43607,For profit - Corporation,09/06/2006,3,0.68788,3.41717,0,14,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,33,0
555374,91732,For profit - Corporation,06/08/1989,4,0.26203,3.83696,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,28,1
425146,29464,For profit - Limited Liability company,09/01/1981,3,0.59729,3.24845,6500,39,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,29,0
315229,07420,For profit - Corporation,05/27/1986,2,0.55512,3.59601,600331,34,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,26,8
325116,88340,Non profit - Other,12/17/2003,2,0.73215,4.22646,168522,17,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,67,10
495400,22701,Non profit - Corporation,02/01/2010,4,0.75913,4.8766,0,10,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,19,0
675117,79064,Non profit - Corporation,02/09/1993,2,0.12624,2.86556,0,27,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,24,3
676443,75707,For profit - Corporation,04/05/2018,4,1.32039,4.94522,44071,2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,15,4
525328,54806,For profit - Corporation,03/01/1983,4,0.679,2.38533,0,37,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,9,1
395110,19115,For profit - Corporation,01/01/1967,3,0.72464,3.7172,0,54,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,27,0
395868,16801,For profit - Partnership,11/15/1991,1,0.40409,3.08547,29283,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,61,4
395332,19087,For profit - Corporation,06/25/1975,3,0.97894,3.4603,124267,45,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,15,2
675873,75418,Government - State,05/24/2001,4,0.40651,3.54244,0,19,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,11,0
335621,10805,Non profit - Corporation,05/01/1977,5,0.87558,4.08071,0,43,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,3
345008,28207,For profit - Corporation,01/01/1980,1,0.32709,3.03325,8297,41,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,33,1
315417,08857,Non profit - Church related,12/01/1997,5,1.47812,4.17557,0,23,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,7,0
365874,44236,For profit - Corporation,04/01/1992,1,0.62168,3.60411,0,28,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,65,3
335774,12065,Non profit - Corporation,02/15/1994,4,0.73389,4.29722,0,26,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,12,0
365523,43616,For profit - Corporation,04/23/1980,3,0.58516,3.60415,6500,40,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,28,1
46A071,84404,For profit - Limited Liability company,04/01/2001,2,0.43815,2.71363,0,19,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,48,5
525549,53129,For profit - Corporation,08/09/1994,5,1.14903,4.78844,0,26,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,7,0
366033,45365,For profit - Corporation,11/18/1995,5,0.52674,3.11824,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,6,0
675176,78207,Non profit - Church related,10/20/1993,5,0.53613,3.79635,0,27,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
335020,10471,Non profit - Corporation,01/01/1967,3,0.66563,2.93348,0,54,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,14,0
335184,13215,For profit - Corporation,01/01/1967,2,0.38255,3.5612,7543,54,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,47,1
675089,75090,For profit - Corporation,11/12/1992,2,0.12763,2.93509,12946,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,27,1
445431,38351,For profit - Corporation,01/01/2002,4,0.62378,3.81716,0,19,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,5,0
365461,45715,For profit - Corporation,04/24/1980,1,0.65882,3.30363,0,40,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,48,0
366052,43976,For profit - Corporation,04/03/1996,1,0.6859,3.84304,0,24,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,21,1
395710,19047,For profit - Corporation,01/02/1986,4,1.03921,3.8063,6893,35,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,8,1
675948,76513,For profit - Corporation,01/14/2003,5,0.27583,3.59324,10482,18,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0
676198,78735,Non profit - Corporation,10/21/2008,5,1.24103,5.06724,0,12,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0
335557,10462,Non profit - Corporation,11/01/1976,3,0.2154,2.67203,0,44,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0
455835,76012,For profit - Corporation,08/03/1989,1,0.36402,3.65023,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,17,4
365504,43214,Non profit - Church related,04/30/1980,3,0.64746,4.01404,0,40,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,31,1
555400,95838,For profit - Corporation,01/01/1990,2,0.36748,3.66109,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,23,2
365886,43620,For profit - Corporation,08/07/1992,3,0.26823,2.65303,0,28,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,31,0
455871,79336,For profit - Corporation,03/19/1990,1,0.22593,2.69931,0,30,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,36,0
315284,07740,For profit - Corporation,07/11/1989,3,0.39481,3.16055,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,15,0
675560,75057,Government - Hospital district,01/04/1996,5,0.43264,2.77909,0,25,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
275148,59864,For profit - Corporation,02/01/1997,5,1.82135,4.6128,0,23,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,15,1
555639,94559,Non profit - Corporation,06/12/1995,5,1.98647,5.2006,0,25,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,22,0
555671,92835,For profit - Corporation,07/24/1996,5,0.48269,4.7018,0,24,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,23,0
675656,78155,For profit - Corporation,12/10/1996,3,0.48874,3.18763,0,24,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,26,0
285108,68763,For profit - Corporation,08/01/1991,2,1.01223,4.17597,0,29,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,37,2
335405,12572,For profit - Corporation,10/01/1973,4,0.66373,3.82542,0,47,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,6,0
335672,13350,Non profit - Corporation,04/01/1984,5,0.53438,3.55331,0,36,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,14,0
555853,92311,Government - State,10/28/2008,5,1.10016,4.24747,0,12,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,21,1
365757,44134,For profit - Corporation,09/21/1989,5,0.61829,4.00191,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,12,0
366440,44143,For profit - Corporation,02/13/2016,4,0.58662,3.34923,0,4,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,24,0
275065,59711,Non profit - Corporation,06/01/1977,2,1.36185,4.28823,9623,43,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,25,2
676009,77063,For profit - Individual,03/10/2004,3,0.33112,4.31161,0,16,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,14,0
285288,68516,Non profit - Corporation,05/02/2014,5,1.01506,4.94362,0,6,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0
495340,23602,For profit - Corporation,09/24/1999,2,0.40681,3.06734,10420,21,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,26,2
495393,23224,Government - State,01/25/2008,5,0.70532,5.76953,13000,12,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,27,2
375395,74432,For profit - Corporation,05/09/2001,4,0.27259,4.51174,10000,19,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,6,1
